timestamp,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,DAY,SUNLIGHT_zscore,HUMIDITY_zscore,IMPORT_TARIFF_zscore,EXPORT_TARIFF_zscore,TRANSPORT_FEES_zscore,ORCHIDS_zscore,x
2500,1111.25,1.5,10.5,-2.0,4500.295,94.89921,0,2.729791775161815,2.0456190933463883,1.634003067245518,0.3401258098067942,0.5942544839290944,1.5506894013342505,2.950834944372971
2600,1111.75,1.5,10.5,-2.0,4500.281,94.89516,0,2.729774566162864,2.04522198450218,1.634003067245518,0.3401258098067942,0.5942544839290944,1.561765940109948,2.950568008591041
2700,1112.25,1.5,10.5,-2.0,4500.2646,94.8911,0,2.7297544070498083,2.0448238951423052,1.634003067245518,0.3401258098067942,0.5942544839290944,1.5728424788856454,2.9502989060211147
2800,1113.25,1.5,10.5,-2.0,4500.2466,94.88704,0,2.729732281194015,2.044425805782432,1.634003067245518,0.3401258098067942,0.5942544839290944,1.5949955564370404,2.9500287836376518
2900,1113.25,1.5,10.5,-2.0,4500.226,94.88298,0,2.7297069593812724,2.044027716422559,1.634003067245518,0.3401258098067942,0.5942544839290944,1.5949955564370404,2.9497570040571888
3000,1113.25,1.5,10.5,-2.0,4500.204,94.87892,0,2.729679916668636,2.043629627062684,1.634003067245518,0.3401258098067942,0.5942544839290944,1.5949955564370404,2.949484332139879
3100,1113.25,1.5,10.5,-2.0,4500.18,94.87486,0,2.729650415527579,2.0432315377028107,1.634003067245518,0.3401258098067942,0.5942544839290944,1.5949955564370404,2.949210385455648
3200,1114.25,1.5,10.5,-2.0,4500.1543,94.8708,0,2.7296188247223623,2.0428334483429373,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.948935355219532
3300,1114.25,1.5,10.5,-2.0,4500.1265,94.86673,0,2.7295846525673038,2.0424343784673993,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.9486583494104606
3400,1114.0,1.5,10.5,-2.0,4500.0967,94.86266,0,2.729548021983823,2.0420353085918608,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6116103646005866,2.9483800688344655
3500,1114.25,1.5,10.5,-2.0,4500.0645,94.8586,0,2.7295084412862374,2.0416372192319865,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.948100895605851
3600,1114.25,1.5,10.5,-2.0,4500.031,94.85452,0,2.729467262610177,2.041237168840783,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.947819619643361
3700,1114.0,1.5,10.5,-2.0,4499.995,94.85045,0,2.7294230108985897,2.040838098965245,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6116103646005866,2.947537387289906
3800,1115.75,1.5,10.5,-2.0,4499.957,94.84638,0,2.729376300758582,2.0404390290897063,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.9472538801695287
3900,1115.75,1.5,10.5,-2.0,4499.9175,94.8423,0,2.729327746797256,2.040038978698503,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.9469687799062707
4000,1114.25,1.5,10.5,-2.0,4499.876,94.83823,0,2.729276734407511,2.0396399088229646,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.946683041943779
4100,1114.25,1.5,10.5,-2.0,4499.832,94.83415,0,2.729222648982238,2.0392398584317615,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.946395073454946
4200,1114.5,1.5,10.5,-2.0,4499.7866,94.83007,0,2.72916684265707,2.0388398080405596,1.634003067245518,0.3401258098067942,0.5942544839290944,1.622686903376284,2.9461062126292674
4300,1114.75,1.5,10.5,-2.0,4499.7393,94.82599,0,2.7291087008249013,2.0384397576493565,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.9458161407750114
4400,1114.5,1.5,10.5,-2.0,4499.6895,94.82191,0,2.7290474859572065,2.038039707258153,1.634003067245518,0.3401258098067942,0.5942544839290944,1.622686903376284,2.945524475462103
4500,1115.75,1.5,10.5,-2.0,4499.638,94.817825,0,2.728984181425352,2.037639166609117,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.945231408063465
4600,1114.75,1.5,10.5,-2.0,4499.5845,94.813736,0,2.728918418465077,2.0372382337538166,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.9449368110708307
4700,1115.75,1.5,10.5,-2.0,4499.5293,94.809654,0,2.728850565840644,2.0368379872594793,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.9446415764736926
4800,1114.75,1.5,10.5,-2.0,4499.472,94.805565,0,2.7287801318663676,2.0364370544041788,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.944344557423905
4900,1116.75,1.5,10.5,-2.0,4499.413,94.801476,0,2.728707608227933,2.0360361215488765,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6725313278669227,2.944046454822232
5000,1116.75,1.5,10.5,-2.0,4499.3516,94.797386,0,2.7286321344753937,2.0356350906420095,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6725313278669227,2.9437467587934854
5100,1114.75,1.5,10.5,-2.0,4499.2886,94.7933,0,2.728554693980116,2.0352344519414074,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.943446297778274
5200,1115.25,1.5,10.5,-2.0,4499.2236,94.7892,0,2.728474795056418,2.034832440518874,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6393017115398303,2.9431436701013776
5300,1116.75,1.5,10.5,-2.0,4499.1567,94.78511,0,2.7283925606257178,2.034431409612007,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6725313278669227,2.9428404684635923
5400,1116.25,1.5,10.5,-2.0,4499.088,94.78101,0,2.72830811360944,2.0340293981894737,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6614547890912252,2.9425354824678887
5500,1115.75,1.5,10.5,-2.0,4499.017,94.77692,0,2.7282208394004765,2.0336283672826068,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.9422296675579127
5600,1114.75,1.5,10.5,-2.0,4498.9443,94.77282,0,2.7281314755273556,2.0332263558600734,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.9419221320283637
5700,1115.75,1.5,10.5,-2.0,4498.8696,94.768715,0,2.7280396532258124,2.0328238541797092,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.9416130031980487
5800,1115.5,1.5,10.5,-2.0,4498.793,94.76462,0,2.7279454954172686,2.0324223330150084,1.634003067245518,0.3401258098067942,0.5942544839290944,1.644839980927679,2.9413033004068443
5900,1114.75,1.5,10.5,-2.0,4498.7144,94.76051,0,2.727848879180304,2.0320193410768113,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.9409913672471863
6000,1113.75,1.5,10.5,-2.0,4498.634,94.75641,0,2.7277500503577596,2.031617329654279,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6060720952127379,2.940678923864986
6100,1114.75,1.5,10.5,-2.0,4498.5513,94.752304,0,2.727648394342531,2.0312147299223473,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.9403646322602115
6200,1117.25,1.5,10.5,-2.0,4498.467,94.7482,0,2.727544771584564,2.030812326293549,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6836078666426202,2.9400494482554365
6300,1117.25,1.5,10.5,-2.0,4498.381,94.744095,0,2.7274390591624407,2.0304098246131845,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6836078666426202,2.939733116992009
6400,1116.25,1.5,10.5,-2.0,4498.2925,94.73998,0,2.7273302737047884,2.030006342417155,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6614547890912252,2.9394145552022395
6500,1116.5,1.5,10.5,-2.0,4498.2026,94.73588,0,2.727219767347242,2.0296043309946215,1.634003067245518,0.3401258098067942,0.5942544839290944,1.666993058479074,2.9390960566771556
6600,1114.75,1.5,10.5,-2.0,4498.1104,94.731766,0,2.727106433797011,2.029200946850158,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.9387752002753484
6700,1115.25,1.5,10.5,-2.0,4498.0166,94.72765,0,2.726991133504043,2.0287973666025625,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6393017115398303,2.938453196646466
6800,1115.5,1.5,10.5,-2.0,4497.921,94.72354,0,2.7268736206254958,2.028394374664366,1.634003067245518,0.3401258098067942,0.5942544839290944,1.644839980927679,2.938130427967966
6900,1116.25,1.5,10.5,-2.0,4497.823,94.71942,0,2.7267531576328423,2.0279904022105035,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6614547890912252,2.9378054925014707
7000,1115.75,1.5,10.5,-2.0,4497.7236,94.71531,0,2.726630973740294,2.027587410272307,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.937480301765817
7100,1114.25,1.5,10.5,-2.0,4497.622,94.7112,0,2.7265060855764816,2.0271844183341097,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.937153708786549
7200,1114.25,1.5,10.5,-2.0,4497.5186,94.70708,0,2.72637898482709,2.026780445880248,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.9368253314493624
7300,1114.0,1.5,10.5,-2.0,4497.413,94.70296,0,2.726249179806434,2.0263764734263856,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6116103646005866,2.93649555186856
7400,1114.0,1.5,10.5,-2.0,4497.306,94.69884,0,2.726117653885884,2.025972500972524,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6116103646005866,2.9361648799509132
7500,1113.75,1.5,10.5,-2.0,4497.197,94.69472,0,2.725983669536913,2.0255685285186615,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6060720952127379,2.9358329332663433
7600,1113.25,1.5,10.5,-2.0,4497.086,94.6906,0,2.72584722675952,2.0251645560647997,1.634003067245518,0.3401258098067942,0.5942544839290944,1.5949955564370404,2.935499711814851
7700,1114.25,1.5,10.5,-2.0,4496.9727,94.68647,0,2.7257079567894418,2.0247596030952724,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.935164387313709
7800,1113.75,1.5,10.5,-2.0,4496.858,94.68235,0,2.725566965919469,2.0243556306414106,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6060720952127379,2.93482880754341
7900,1113.5,1.5,10.5,-2.0,4496.741,94.67822,0,2.725423147856811,2.0239506776718836,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6005338258248891,2.9344911247234613
8000,1114.25,1.5,10.5,-2.0,4496.6226,94.674095,0,2.725277608894258,2.023546214960189,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.9341528681005107
8100,1114.25,1.5,10.5,-2.0,4496.502,94.66997,0,2.7251293656604423,2.023141752248496,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.933813209233947
8200,1115.25,1.5,10.5,-2.0,4496.38,94.66584,0,2.7249794015267303,2.022736799278969,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6393017115398303,2.9334723394966917
8300,1115.25,1.5,10.5,-2.0,4496.2554,94.66171,0,2.724826241436071,2.022331846309442,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6393017115398303,2.9331298125624374
8400,1115.5,1.5,10.5,-2.0,4496.1294,94.657585,0,2.7246713604455164,2.021927383597747,1.634003067245518,0.3401258098067942,0.5942544839290944,1.644839980927679,2.9327867118251807
8500,1117.25,1.5,10.5,-2.0,4496.001,94.65346,0,2.7245135293408564,2.021522920886053,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6836078666426202,2.932442081367617
8600,1117.25,1.5,10.5,-2.0,4495.871,94.64932,0,2.724353731493459,2.021116987400862,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6836078666426202,2.9320954754949846
8700,1116.75,1.5,10.5,-2.0,4495.7393,94.64519,0,2.7241918439819033,2.020712034431335,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6725313278669227,2.931748423138155
8800,1115.75,1.5,10.5,-2.0,4495.606,94.64106,0,2.72402798972761,2.020307081461808,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.931400350967786
8900,1114.75,1.5,10.5,-2.0,4495.47,94.636925,0,2.7238608165949487,2.0199016382344497,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.9310502393282296
9000,1115.0,1.5,10.5,-2.0,4495.3325,94.63279,0,2.723691799640971,2.01949619500709,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6337634421519815,2.9306991716134805
9100,1116.25,1.5,10.5,-2.0,4495.1934,94.62865,0,2.723520815944255,2.019090261521898,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6614547890912252,2.9303467655513487
9200,1115.75,1.5,10.5,-2.0,4495.0522,94.62451,0,2.7233472508976972,2.0186843280367075,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.9299930209839493
9300,1115.75,1.5,10.5,-2.0,4494.909,94.62038,0,2.7231712274227173,2.0182793750671806,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.929638638717314
9400,1114.75,1.5,10.5,-2.0,4494.764,94.616234,0,2.722992991362159,2.017872853272591,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.929282089852149
9500,1112.75,1.5,10.5,-2.0,4494.6177,94.6121,0,2.722813157323126,2.017467508096798,1.634003067245518,0.3401258098067942,0.5942544839290944,1.583919017661343,2.928925476869708
9600,1113.75,1.5,10.5,-2.0,4494.4688,94.607956,0,2.7226301273271454,2.017061182405341,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6060720952127379,2.9285665696225816
9700,1114.75,1.5,10.5,-2.0,4494.3184,94.60381,0,2.722445253509849,2.01665466061075,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.928206578886724
9800,1113.25,1.5,10.5,-2.0,4494.166,94.59967,0,2.722257921264131,2.0162487271255594,1.634003067245518,0.3401258098067942,0.5942544839290944,1.5949955564370404,2.927845695624558
9900,1114.25,1.5,10.5,-2.0,4494.0117,94.59553,0,2.7220682535114125,2.0158427936403673,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.927483601333815
10000,1115.25,1.5,10.5,-2.0,4493.8555,94.591385,0,2.7218762502516927,2.015436369897344,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6393017115398303,2.927119977480651
10100,1115.75,1.5,10.5,-2.0,4493.6978,94.58724,0,2.7216824031706577,2.0150299461543195,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.9267553975522946
10200,1115.75,1.5,10.5,-2.0,4493.5376,94.5831,0,2.7214854830540953,2.014624012669129,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.92638954269913
10300,1116.75,1.5,10.5,-2.0,4493.376,94.57895,0,2.721286842037639,2.014217098668273,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6725313278669227,2.9260221584414317
10400,1116.5,1.5,10.5,-2.0,4493.2124,94.57481,0,2.7210857425927606,2.013811165183081,1.634003067245518,0.3401258098067942,0.5942544839290944,1.666993058479074,2.9256541364844977
10500,1116.5,1.5,10.5,-2.0,4493.0474,94.570656,0,2.720882922247987,2.013403858975959,1.634003067245518,0.3401258098067942,0.5942544839290944,1.666993058479074,2.925284330295956
10600,1115.25,1.5,10.5,-2.0,4492.88,94.56651,0,2.7206771517891073,2.0129973371813685,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6393017115398303,2.9249135040412564
10700,1115.5,1.5,10.5,-2.0,4492.711,94.56236,0,2.7204694145874906,2.0125904231805127,1.634003067245518,0.3401258098067942,0.5942544839290944,1.644839980927679,2.9245414031459442
10800,1114.75,1.5,10.5,-2.0,4492.54,94.55821,0,2.720259218957452,2.012183509179657,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.924168027483709
10900,1113.75,1.5,10.5,-2.0,4492.367,94.55406,0,2.720046564898993,2.011776595178801,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6060720952127379,2.9237933770545514
11000,1113.75,1.5,10.5,-2.0,4492.1924,94.54991,0,2.7198319440977956,2.011369681177944,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6060720952127379,2.923417706811855
11100,1115.25,1.5,10.5,-2.0,4492.016,94.54576,0,2.719615110711019,2.0109627671770887,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6393017115398303,2.923040889278929
11200,1115.0,1.5,10.5,-2.0,4491.838,94.54161,0,2.7193963105815055,2.010555853176233,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6337634421519815,2.922663051932465
11300,1115.0,1.5,10.5,-2.0,4491.6577,94.53746,0,2.7191746832593076,2.0101489391753757,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6337634421519815,2.922283748604039
11400,1113.75,1.5,10.5,-2.0,4491.4756,94.5333,0,2.71895084335153,2.009741044658855,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6060720952127379,2.9219026609176955
11500,1115.75,1.5,10.5,-2.0,4491.292,94.52915,0,2.718725159622437,2.0093341306579995,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6503782503155278,2.921521254223848
11600,1116.75,1.5,10.5,-2.0,4491.1064,94.524994,0,2.7184970174649212,2.0089266283477447,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6725313278669227,2.921138190522465
11700,1117.0,1.5,10.5,-2.0,4490.919,94.52084,0,2.718266662721827,2.008519322140623,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6780695972547715,2.9207541069443894
11800,1117.0,1.5,10.5,-2.0,4490.7295,94.516685,0,2.7180337266288905,2.008111917881933,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6780695972547715,2.920368621154275
11900,1115.25,1.5,10.5,-2.0,4490.5386,94.51253,0,2.717799069636058,2.007704513623245,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6393017115398303,2.919982243027316
12000,1115.25,1.5,10.5,-2.0,4490.3457,94.50838,0,2.7175619542148044,2.0072975996223894,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6393017115398303,2.919594908667278
12100,1113.75,1.5,10.5,-2.0,4490.151,94.50422,0,2.7173226262079715,2.0068897051058685,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6060720952127379,2.919205789949322
12200,1114.25,1.5,10.5,-2.0,4489.954,94.50006,0,2.7170804710084537,2.006481810589348,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.918815205249405
12300,1114.25,1.5,10.5,-2.0,4489.756,94.4959,0,2.716837086594726,2.006073916072827,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6171486339884353,2.918423983166027
12400,1114.75,1.5,10.5,-2.0,4489.5557,94.491745,0,2.716590874988312,2.0056665118141375,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6282251727641328,2.9180316136345295
12500,1116.75,1.5,10.5,-2.0,4489.3535,94.48759,0,2.7163423278748993,2.0052591075554496,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6725313278669227,2.9176380330744585
12600,1115.25,1.5,10.5,-2.0,4489.15,94.48342,0,2.716092182783011,2.0048502325232636,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6393017115398303,2.9172426683143544
12700,1116.25,1.5,10.5,-2.0,4488.9443,94.47926,0,2.7158393334198605,2.004442338006743,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6614547890912252,2.9168465383783237
12800,1116.25,1.5,10.5,-2.0,4488.737,94.475105,0,2.715584517313972,2.0040349337480547,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6614547890912252,2.9164497071625988
12900,1116.75,1.5,10.5,-2.0,4488.5273,94.47094,0,2.7153267510939774,2.0036265489737017,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6725313278669227,2.916050709158879
13000,1117.0,1.5,10.5,-2.0,4488.3164,94.46678,0,2.7150675098169303,2.003218654457181,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6780695972547715,2.9156512648288486
13100,1117.0,1.5,10.5,-2.0,4488.1035,94.46262,0,2.714805810111462,2.00281075994066,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6780695972547715,2.915250545731897
13200,1117.75,1.5,10.5,-2.0,4487.8887,94.45846,0,2.7145417748989935,2.0024028654241395,1.634003067245518,0.3401258098067942,0.5942544839290944,1.6946844054183177,2.914848615606368
13300,1117.25,1.4,10.5,-2.0,4487.672,94.4543,0,2.714275404179523,2.0019949709076186,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6836078666426202,2.748639804152183
13400,1116.75,1.4,10.5,-2.0,4487.4536,94.450134,0,2.7140069437958956,2.001586488081699,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6725313278669227,2.748235197205581
13500,1116.75,1.4,10.5,-2.0,4487.2334,94.44597,0,2.713736270826689,2.001178201358912,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6725313278669227,2.7478295703822857
13600,1115.75,1.4,10.5,-2.0,4487.0117,94.44181,0,2.713463754036166,2.0007703068423917,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6503782503155278,2.747423242310874
13700,1117.25,1.4,10.5,-2.0,4486.788,94.437645,0,2.7131887788172206,2.000361922068038,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6836078666426202,2.747015320938695
13800,1116.75,1.4,10.5,-2.0,4486.5625,94.43348,0,2.712911591012697,1.999953537293685,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6725313278669227,2.7466062522762864
13900,1115.25,1.4,10.5,-2.0,4486.335,94.42931,0,2.7126319447797513,1.9995446622614994,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6393017115398303,2.746195590313111
14000,1115.0,1.4,10.5,-2.0,4486.106,94.42515,0,2.7123504547254895,1.9991367677449785,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6337634421519815,2.745784609342431
14100,1113.25,1.4,10.5,-2.0,4485.875,94.42098,0,2.712066506242807,1.998727892712793,1.634003067245518,0.3401258098067942,0.07790877639000861,1.5949955564370404,2.745371716537141
14200,1114.25,1.4,10.5,-2.0,4485.6426,94.416824,0,2.7117808368602287,1.9983203904025384,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6171486339884353,2.7449588232897684
14300,1115.25,1.4,10.5,-2.0,4485.408,94.41266,0,2.7114924632063873,1.9979121036797514,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6393017115398303,2.74454401814463
14400,1115.0,1.4,10.5,-2.0,4485.172,94.40849,0,2.7112023686526494,1.9975032286475656,1.634003067245518,0.3401258098067942,0.07790877639000861,1.6337634421519815,2.744127938422033
